sessionId,kwhTotal,dollars,created,ended,startTime,endTime,Charge Duration (h),Day,platform,distance,userId,stationId,locationId,managerVehicle,facilityType,Facility Type
4154424,4.15,0.0,0015-10-01 18:36:03,0015-10-01 20:06:07,18,20,1.5,Thu,ios,15.3715718,49241808,911231,202527,0,3,R&D
3561535,6.17,0.0,0015-10-02 16:33:43,0015-10-02 19:04:06,16,19,2.51,Fri,ios,15.3715718,49241808,507660,202527,0,3,R&D
6913472,6.9,0.0,0015-01-27 16:24:41,0015-01-27 20:07:05,16,20,3.71,Tue,ios,31.9977502,33081741,944515,976902,0,3,R&D
3307095,5.1,0.0,0015-01-29 18:25:33,0015-01-29 20:04:04,18,20,1.64,Thu,ios,31.9977502,33081741,801274,976902,0,3,R&D
2857338,7.02,0.0,0015-02-06 17:07:52,0015-02-06 21:03:04,17,21,3.92,Fri,ios,31.9977502,33081741,355208,976902,0,3,R&D
3142998,6.76,0.5,0015-02-13 15:07:38,0015-02-13 19:09:05,15,19,4.02,Fri,ios,31.9977502,33081741,405157,976902,0,3,R&D
3917056,5.11,0.0,0015-02-16 16:10:52,0015-02-16 17:47:05,16,17,1.6,Mon,ios,31.9977502,33081741,250527,976902,0,3,R&D
2179276,2.72,0.0,0015-02-17 16:44:34,0015-02-17 20:41:05,16,20,3.94,Tue,ios,31.9977502,33081741,250527,976902,0,3,R&D
1708592,6.55,0.0,0015-02-19 17:52:43,0015-02-19 20:10:12,17,20,2.29,Thu,ios,31.9977502,33081741,355208,976902,0,3,R&D
4095785,6.72,0.0,0015-03-06 17:08:01,0015-03-06 20:27:05,17,20,3.32,Fri,ios,31.9977502,33081741,944515,976902,0,3,R&D
9509605,6.9,0.0,0015-03-13 12:06:30,0015-03-13 15:39:04,12,15,3.54,Fri,ios,31.9977502,33081741,944515,976902,0,3,R&D
5444734,0.86,0.0,0015-04-16 17:12:12,0015-04-16 18:04:05,17,18,0.86,Thu,ios,31.9977502,33081741,355208,976902,0,3,R&D
5044762,3.47,0.0,0015-05-11 18:11:29,0015-05-11 20:00:07,18,20,1.81,Mon,ios,31.9977502,33081741,250527,976902,0,3,R&D
5298764,6.3,0.0,0015-07-24 10:08:51,0015-07-24 12:12:06,10,12,2.05,Fri,ios,26.6102122,57882330,875343,747048,1,1,Manufacturing
4626003,5.85,0.0,0015-07-27 10:08:05,0015-07-27 13:28:05,10,13,3.33,Mon,ios,26.6102122,57882330,875343,747048,1,1,Manufacturing
1694224,6.25,0.0,0015-07-28 10:02:22,0015-07-28 13:28:06,10,13,3.43,Tue,ios,26.6102122,57882330,875343,747048,1,1,Manufacturing
5709799,6.19,0.0,0015-07-29 10:01:19,0015-07-29 13:30:08,10,13,3.48,Wed,ios,26.6102122,57882330,875343,747048,1,1,Manufacturing
5725046,6.15,0.0,0015-07-30 09:43:25,0015-07-30 12:18:05,9,12,2.58,Thu,ios,26.6102122,57882330,875343,747048,1,1,Manufacturing
6264625,6.05,0.0,0015-08-04 10:04:35,0015-08-04 12:48:07,10,12,2.73,Tue,ios,26.6102122,57882330,875343,747048,1,1,Manufacturing
6186658,5.93,0.0,0015-08-17 10:09:36,0015-08-17 12:18:11,10,12,2.14,Mon,ios,26.6102122,57882330,875343,747048,1,1,Manufacturing
4354267,6.17,0.0,0015-08-18 10:02:12,0015-08-18 13:48:06,10,13,3.77,Tue,ios,26.6102122,57882330,875343,747048,1,1,Manufacturing
5217499,6.07,0.0,0015-08-19 10:14:52,0015-08-19 12:16:07,10,12,2.02,Wed,ios,26.6102122,57882330,875343,747048,1,1,Manufacturing
9654115,6.16,0.0,0015-08-20 10:13:31,0015-08-20 12:19:06,10,12,2.09,Thu,ios,26.6102122,57882330,875343,747048,1,1,Manufacturing
6308629,6.03,0.0,0015-08-21 11:29:56,0015-08-21 14:15:13,11,14,2.75,Fri,ios,26.6102122,57882330,875343,747048,1,1,Manufacturing
8330681,5.78,0.0,0015-08-24 10:04:10,0015-08-24 12:25:08,10,12,2.35,Mon,ios,26.6102122,57882330,875343,747048,1,1,Manufacturing
7237024,5.98,0.0,0015-08-25 10:29:28,0015-08-25 14:19:05,10,14,3.83,Tue,ios,26.6102122,57882330,875343,747048,1,1,Manufacturing
7768340,6.05,0.0,0015-08-26 10:37:01,0015-08-26 13:29:07,10,13,2.87,Wed,ios,26.6102122,57882330,875343,747048,1,1,Manufacturing
2877984,5.81,0.0,0015-08-27 10:46:03,0015-08-27 13:26:07,10,13,2.67,Thu,ios,26.6102122,57882330,875343,747048,1,1,Manufacturing
1497996,5.84,0.0,0015-08-28 11:12:56,0015-08-28 13:29:06,11,13,2.27,Fri,ios,26.6102122,57882330,875343,747048,1,1,Manufacturing
3166684,5.87,0.0,0015-09-01 09:58:30,0015-09-01 12:15:11,9,12,2.28,Tue,ios,26.6102122,57882330,875343,747048,1,1,Manufacturing
6834846,6.01,0.0,0015-09-02 11:14:37,0015-09-02 13:28:08,11,13,2.23,Wed,ios,26.6102122,57882330,875343,747048,1,1,Manufacturing
4354197,5.28,0.0,0015-09-03 11:12:13,0015-09-03 13:30:11,11,13,2.3,Thu,ios,26.6102122,57882330,875343,747048,1,1,Manufacturing
5831697,5.97,0.0,0015-09-04 11:32:45,0015-09-04 14:22:07,11,14,2.82,Fri,ios,26.6102122,57882330,875343,747048,1,1,Manufacturing
3655295,5.9,0.0,0015-09-08 11:16:53,0015-09-08 13:30:16,11,13,2.22,Tue,ios,26.6102122,57882330,875343,747048,1,1,Manufacturing
9004691,5.96,0.0,0015-09-09 10:51:20,0015-09-09 13:31:09,10,13,2.66,Wed,ios,26.6102122,57882330,875343,747048,1,1,Manufacturing
1044216,5.87,0.0,0015-09-10 10:47:40,0015-09-10 12:50:07,10,12,2.04,Thu,ios,26.6102122,57882330,875343,747048,1,1,Manufacturing
9465843,6.04,0.0,0015-09-11 10:45:59,0015-09-11 13:27:09,10,13,2.69,Fri,ios,26.6102122,57882330,875343,747048,1,1,Manufacturing
2963572,5.97,0.0,0015-09-14 10:42:50,0015-09-14 13:30:11,10,13,2.79,Mon,ios,26.6102122,57882330,875343,747048,1,1,Manufacturing
9013018,5.92,0.0,0015-09-15 10:52:55,0015-09-15 13:15:10,10,13,2.37,Tue,ios,26.6102122,57882330,875343,747048,1,1,Manufacturing
1687523,6.1,0.0,0015-09-16 10:34:07,0015-09-16 12:54:07,10,12,2.33,Wed,ios,26.6102122,57882330,875343,747048,1,1,Manufacturing
5485294,5.98,0.0,0015-09-17 10:53:12,0015-09-17 13:30:11,10,13,2.62,Thu,ios,26.6102122,57882330,875343,747048,1,1,Manufacturing
1800903,5.89,0.0,0015-09-22 10:43:58,0015-09-22 13:30:10,10,13,2.77,Tue,ios,26.6102122,57882330,875343,747048,1,1,Manufacturing
8873445,5.82,0.5,0015-09-23 12:03:55,0015-09-23 16:40:11,12,16,4.6,Wed,ios,26.6102122,57882330,875343,747048,1,1,Manufacturing
6171272,5.9,0.0,0015-09-24 10:43:28,0015-09-24 13:30:12,10,13,2.78,Thu,ios,26.6102122,57882330,875343,747048,1,1,Manufacturing
8074367,5.95,0.0,0015-09-25 10:48:24,0015-09-25 13:29:08,10,13,2.68,Fri,ios,26.6102122,57882330,875343,747048,1,1,Manufacturing
9458057,5.89,0.0,0015-09-28 10:04:38,0015-09-28 13:24:07,10,13,3.32,Mon,ios,26.6102122,57882330,875343,747048,1,1,Manufacturing
4489591,6.03,0.0,0015-09-29 11:01:29,0015-09-29 13:30:09,11,13,2.48,Tue,ios,26.6102122,57882330,875343,747048,1,1,Manufacturing
3366302,5.84,0.0,0015-09-30 10:45:00,0015-09-30 13:27:08,10,13,2.7,Wed,ios,26.6102122,57882330,875343,747048,1,1,Manufacturing
4596442,5.92,0.0,0015-10-01 11:39:17,0015-10-01 14:45:08,11,14,3.1,Thu,ios,26.6102122,57882330,875343,747048,1,1,Manufacturing
7017207,4.96,0.0,0015-10-02 11:20:11,0015-10-02 13:30:10,11,13,2.17,Fri,ios,26.6102122,57882330,875343,747048,1,1,Manufacturing
9531439,1.79,0.0,0015-01-15 16:02:00,0015-01-15 16:40:07,16,16,0.64,Thu,ios,2.9243084,19555569,943765,461655,0,3,R&D
4756166,2.38,0.0,0015-05-07 20:02:59,0015-05-07 22:43:06,20,22,2.67,Thu,ios,3.1554692,19555569,404112,399399,0,2,Office
2290411,1.52,0.0,0015-05-08 12:26:51,0015-05-08 12:58:07,12,12,0.52,Fri,ios,3.1554692,19555569,404112,399399,0,2,Office
1957117,6.53,0.5,0015-05-11 11:41:36,0015-05-11 15:49:06,11,15,4.12,Mon,ios,3.1554692,19555569,758780,399399,0,2,Office
8845048,3.64,0.0,0015-05-12 11:56:15,0015-05-12 15:45:07,11,15,3.81,Tue,ios,3.1554692,19555569,758780,399399,0,2,Office
6838969,3.7,0.0,0015-05-13 12:18:48,0015-05-13 15:44:05,12,15,3.42,Wed,ios,3.1554692,19555569,758780,399399,0,2,Office
1609567,2.31,0.0,0015-05-14 16:34:48,0015-05-14 18:15:07,16,18,1.67,Thu,ios,2.9243084,19555569,632920,461655,0,3,R&D
2591573,2.31,0.0,0015-05-15 12:37:05,0015-05-15 15:47:07,12,15,3.17,Fri,ios,3.1554692,19555569,758780,399399,0,2,Office
3519738,1.78,0.0,0015-05-18 14:05:36,0015-05-18 15:47:06,14,15,1.69,Mon,ios,3.1554692,19555569,758780,399399,0,2,Office
8950369,4.23,0.0,0015-06-05 16:33:11,0015-06-05 19:19:05,16,19,2.77,Fri,ios,2.9243084,19555569,943765,461655,0,3,R&D
8001601,2.81,0.0,0015-06-09 12:20:50,0015-06-09 13:40:11,12,13,1.32,Tue,ios,3.1554692,19555569,758780,399399,0,2,Office
7682158,4.97,0.0,0015-06-10 12:18:32,0015-06-10 15:42:07,12,15,3.39,Wed,ios,3.1554692,19555569,758780,399399,0,2,Office
8716416,6.79,0.0,0015-06-11 12:52:08,0015-06-11 16:04:07,12,16,3.2,Thu,ios,3.1554692,19555569,758780,399399,0,2,Office
2230641,1.45,0.0,0015-06-12 12:00:27,0015-06-12 14:15:11,12,14,2.25,Fri,ios,3.1554692,19555569,758780,399399,0,2,Office
4758378,6.66,0.0,0015-06-22 13:20:58,0015-06-22 16:28:06,13,16,3.12,Mon,ios,2.9243084,19555569,632920,461655,0,3,R&D
1797414,6.6,0.5,0015-06-24 12:30:03,0015-06-24 16:42:14,12,16,4.2,Wed,ios,3.1554692,19555569,758780,399399,0,2,Office
2458241,3.8,0.0,0015-06-25 13:14:53,0015-06-25 16:07:05,13,16,2.87,Thu,ios,3.1554692,19555569,758780,399399,0,2,Office
8836643,6.71,0.0,0015-07-06 16:37:29,0015-07-06 20:14:06,16,20,3.61,Mon,ios,2.9243084,19555569,632920,461655,0,3,R&D
4498101,6.41,0.0,0015-07-08 17:13:47,0015-07-08 19:20:07,17,19,2.11,Wed,ios,3.1554692,19555569,404112,399399,0,2,Office
9043357,4.94,0.0,0015-07-13 15:37:22,0015-07-13 18:20:12,15,18,2.71,Mon,ios,3.1554692,19555569,404112,399399,0,2,Office
6920453,6.54,0.0,0015-07-15 12:26:57,0015-07-15 15:40:07,12,15,3.22,Wed,ios,2.9243084,19555569,632920,461655,0,3,R&D
7063831,2.04,0.0,0015-07-16 12:21:26,0015-07-16 15:52:07,12,15,3.51,Thu,ios,2.9243084,19555569,632920,461655,0,3,R&D
5142750,6.5,0.0,0015-07-17 12:16:13,0015-07-17 15:38:06,12,15,3.36,Fri,ios,2.9243084,19555569,632920,461655,0,3,R&D
4248896,3.16,0.0,0015-07-20 12:54:01,0015-07-20 15:18:06,12,15,2.4,Mon,ios,2.9243084,19555569,632920,461655,0,3,R&D
5029552,0.93,0.0,0015-07-21 12:05:23,0015-07-21 15:38:06,12,15,3.55,Tue,ios,2.9243084,19555569,632920,461655,0,3,R&D
4151352,6.51,0.0,0015-07-22 12:21:45,0015-07-22 15:29:05,12,15,3.12,Wed,ios,2.9243084,19555569,632920,461655,0,3,R&D
3643530,2.02,0.0,0015-07-24 12:13:29,0015-07-24 15:28:13,12,15,3.25,Fri,ios,2.9243084,19555569,632920,461655,0,3,R&D
8043707,6.76,0.0,0015-07-28 16:27:20,0015-07-28 19:52:10,16,19,3.41,Tue,ios,2.9243084,19555569,943765,461655,0,3,R&D
3487896,6.05,0.0,0015-07-29 12:18:36,0015-07-29 14:53:07,12,14,2.58,Wed,ios,2.9243084,19555569,632920,461655,0,3,R&D
1148980,5.91,0.0,0015-07-29 17:52:39,0015-07-29 20:34:09,17,20,2.69,Wed,ios,2.9243084,19555569,549414,461655,0,3,R&D
6799802,3.46,0.0,0015-07-30 12:19:29,0015-07-30 15:57:07,12,15,3.63,Thu,ios,2.9243084,19555569,632920,461655,0,3,R&D
2500257,2.64,0.0,0015-07-31 12:49:03,0015-07-31 14:52:11,12,14,2.05,Fri,ios,3.1554692,19555569,404112,399399,0,2,Office
7771167,6.48,0.0,0015-08-03 12:09:22,0015-08-03 15:34:07,12,15,3.41,Mon,ios,2.9243084,19555569,632920,461655,0,3,R&D
9543932,1.82,0.0,0015-08-03 16:45:16,0015-08-03 19:58:16,16,19,3.22,Mon,ios,2.9243084,19555569,431796,461655,0,3,R&D
9851741,4.73,0.0,0015-08-04 19:00:42,0015-08-04 20:31:07,19,20,1.51,Tue,ios,2.9243084,19555569,632920,461655,0,3,R&D
4852971,3.69,0.0,0015-08-05 12:18:20,0015-08-05 15:35:08,12,15,3.28,Wed,ios,2.9243084,19555569,632920,461655,0,3,R&D
6431779,3.82,0.0,0015-08-06 13:53:58,0015-08-06 15:47:07,13,15,1.89,Thu,ios,2.9243084,19555569,632920,461655,0,3,R&D
7870286,4.03,0.0,0015-08-07 12:05:16,0015-08-07 15:02:08,12,15,2.95,Fri,ios,2.9243084,19555569,632920,461655,0,3,R&D
3934620,0.67,0.0,0015-08-11 17:20:42,0015-08-11 17:35:09,17,17,0.24,Tue,ios,3.1554692,19555569,758780,399399,0,2,Office
6946940,2.11,0.0,0015-08-14 18:04:38,0015-08-14 18:47:06,18,18,0.71,Fri,ios,3.1554692,19555569,758780,399399,0,2,Office
2850132,5.11,0.0,0015-08-14 18:55:52,0015-08-14 20:36:06,18,20,1.67,Fri,ios,2.9243084,19555569,943765,461655,0,3,R&D
1800956,1.99,0.5,0015-08-17 17:02:01,0015-08-17 21:03:06,17,21,4.02,Mon,ios,2.9243084,19555569,632920,461655,0,3,R&D
5134843,3.94,0.0,0015-08-18 12:21:01,0015-08-18 15:24:07,12,15,3.05,Tue,ios,2.9243084,19555569,632920,461655,0,3,R&D
1371649,3.52,0.0,0015-08-19 14:19:22,0015-08-19 15:37:07,14,15,1.3,Wed,ios,2.9243084,19555569,632920,461655,0,3,R&D
2743739,4.82,0.0,0015-08-26 16:19:38,0015-08-26 19:37:06,16,19,3.29,Wed,ios,3.1554692,19555569,758780,399399,0,2,Office
9558899,4.08,0.0,0015-09-03 17:06:42,0015-09-03 20:30:11,17,20,3.39,Thu,ios,3.1554692,19555569,758780,399399,0,2,Office
4518580,6.72,2.42,0015-09-04 13:43:27,0015-09-04 19:34:08,13,19,5.84,Fri,ios,3.1554692,19555569,758780,399399,0,2,Office
5473938,6.68,0.0,0015-09-08 14:14:27,0015-09-08 16:52:07,14,16,2.63,Tue,ios,3.1554692,19555569,758780,399399,0,2,Office
8465242,4.15,0.0,0015-09-09 14:34:59,0015-09-09 16:08:10,14,16,1.55,Wed,ios,3.1554692,19555569,758780,399399,0,2,Office
5467486,7.36,0.0,0015-09-11 17:18:13,0015-09-11 20:09:12,17,20,2.85,Fri,ios,3.1554692,19555569,758780,399399,0,2,Office
3314093,2.45,0.0,0015-09-15 18:46:13,0015-09-15 20:24:08,18,20,1.63,Tue,ios,2.9243084,19555569,943765,461655,0,3,R&D
2013313,6.47,0.0,0015-09-21 12:33:39,0015-09-21 15:55:09,12,15,3.36,Mon,ios,3.1554692,19555569,758780,399399,0,2,Office
3493741,6.37,0.0,0015-09-21 19:15:47,0015-09-21 22:28:07,19,22,3.21,Mon,ios,3.1554692,19555569,404112,399399,0,2,Office
2175508,5.26,0.0,0015-09-23 12:35:25,0015-09-23 15:35:15,12,15,3.0,Wed,ios,3.1554692,19555569,758780,399399,0,2,Office
9747169,4.42,0.0,0015-09-23 16:59:36,0015-09-23 19:50:10,16,19,2.84,Wed,ios,3.1554692,19555569,758780,399399,0,2,Office
3906854,4.47,0.0,0015-09-28 12:36:23,0015-09-28 14:55:10,12,14,2.31,Mon,ios,3.1554692,19555569,758780,399399,0,2,Office
3628825,3.47,0.0,0015-09-28 20:15:03,0015-09-28 21:23:06,20,21,1.13,Mon,ios,3.1554692,19555569,758780,399399,0,2,Office
6002878,19.79,0.0,0015-03-09 01:32:48,0015-03-09 04:45:12,1,4,3.21,Mon,android,,78908148,730023,878393,0,1,Manufacturing
3627380,16.88,0.0,0015-04-13 00:54:12,0015-04-13 03:26:05,0,3,2.53,Mon,android,,78908148,730023,878393,0,1,Manufacturing
2345110,19.6,0.0,0015-04-17 16:20:47,0015-04-17 20:01:05,16,20,3.67,Fri,android,,78908148,929628,751082,0,4,Others
8530317,9.62,0.0,0015-04-24 22:11:47,0015-04-24 23:53:07,22,23,1.69,Fri,android,,78908148,929628,751082,0,4,Others
2105829,8.83,0.0,0015-04-26 18:03:47,0015-04-26 19:35:10,18,19,1.52,Sun,android,,78908148,875343,747048,0,1,Manufacturing
3007055,15.52,0.0,0015-05-01 22:51:59,0015-05-02 01:34:05,22,1,2.7,Fri,android,,78908148,929628,751082,0,4,Others
5766631,16.12,0.0,0015-05-08 17:02:17,0015-05-08 19:49:07,17,19,2.78,Fri,android,,78908148,863084,751082,0,4,Others
7091950,11.86,0.0,0015-05-10 06:58:28,0015-05-10 08:57:06,6,8,1.98,Sun,android,,78908148,875343,747048,0,1,Manufacturing
9403374,20.55,0.0,0015-05-13 16:34:08,0015-05-13 20:14:06,16,20,3.67,Wed,android,,78908148,929628,751082,0,4,Others
3164433,17.25,0.0,0015-05-16 17:59:52,0015-05-16 20:38:05,17,20,2.64,Sat,android,,78908148,730023,878393,0,1,Manufacturing
5533528,6.73,0.0,0015-05-26 21:49:17,0015-05-26 22:59:06,21,22,1.16,Tue,android,,78908148,929628,751082,0,4,Others
9025610,22.03,0.0,0015-05-29 16:55:35,0015-05-29 20:54:06,16,20,3.98,Fri,android,,78908148,863084,751082,0,4,Others
8351543,20.92,0.0,0015-06-04 16:39:13,0015-06-04 20:25:12,16,20,3.77,Thu,android,,78908148,929628,751082,0,4,Others
6373087,18.35,0.0,0015-06-06 05:42:57,0015-06-06 08:33:05,5,8,2.84,Sat,android,,78908148,730023,878393,0,1,Manufacturing
2237194,12.83,0.0,0015-06-09 00:29:07,0015-06-09 02:29:05,0,2,2.0,Tue,android,,78908148,730023,878393,0,1,Manufacturing
3241295,17.65,0.0,0015-06-11 16:05:06,0015-06-11 19:58:06,16,19,3.88,Thu,android,,78908148,863084,751082,0,4,Others
9443480,18.7,0.0,0015-07-05 03:47:59,0015-07-05 06:45:11,3,6,2.95,Sun,android,,78908148,730023,878393,0,1,Manufacturing
7014331,8.29,0.0,0015-07-05 21:12:39,0015-07-05 22:28:05,21,22,1.26,Sun,android,,78908148,730023,878393,0,1,Manufacturing
2985212,16.31,0.0,0015-07-07 16:49:49,0015-07-07 19:51:06,16,19,3.02,Tue,android,,78908148,932939,868085,0,3,R&D
4519586,4.17,0.0,0015-07-10 16:46:21,0015-07-10 17:47:05,16,17,1.01,Fri,android,,78908148,489543,868085,0,3,R&D
6746115,11.59,0.0,0015-07-11 04:42:02,0015-07-11 06:29:05,4,6,1.78,Sat,android,,78908148,730023,878393,0,1,Manufacturing
3945976,19.96,0.0,0015-07-14 11:56:48,0015-07-14 15:33:04,11,15,3.6,Tue,android,,78908148,932939,868085,0,3,R&D
3384224,18.17,0.0,0015-07-16 17:25:49,0015-07-16 20:38:09,17,20,3.21,Thu,android,,78908148,489543,868085,0,3,R&D
8987344,14.02,0.0,0015-07-20 19:00:34,0015-07-20 21:07:06,19,21,2.11,Mon,android,,78908148,265601,878393,0,1,Manufacturing
7280874,20.2,0.0,0015-07-21 13:37:07,0015-07-21 17:06:05,13,17,3.48,Tue,android,,78908148,995505,868085,0,3,R&D
8920343,20.06,0.0,0015-07-27 04:31:16,0015-07-27 07:32:15,4,7,3.02,Mon,android,,78908148,730023,878393,0,1,Manufacturing
5658049,21.16,0.0,0015-07-29 18:08:53,0015-07-29 21:56:06,18,21,3.79,Wed,android,,78908148,995505,868085,0,3,R&D
8601621,2.87,0.0,0015-07-31 20:10:50,0015-07-31 21:04:05,20,21,0.89,Fri,android,,78908148,664306,868085,0,3,R&D
3738844,22.14,0.0,0015-08-01 05:29:02,0015-08-01 09:00:08,5,9,3.52,Sat,android,,78908148,730023,878393,0,1,Manufacturing
5172247,19.47,0.0,0015-08-05 12:07:15,0015-08-05 15:27:07,12,15,3.33,Wed,android,,78908148,664306,868085,0,3,R&D
6410992,11.33,0.0,0015-08-09 04:49:11,0015-08-09 06:35:08,4,6,1.77,Sun,android,,78908148,730023,878393,0,1,Manufacturing
3798253,17.9,0.0,0015-08-12 19:35:03,0015-08-12 22:33:07,19,22,2.97,Wed,android,,78908148,664306,868085,0,3,R&D
4718933,10.47,0.0,0015-08-14 17:11:10,0015-08-14 19:12:08,17,19,2.02,Fri,android,,78908148,995505,868085,0,3,R&D
5991072,18.15,0.0,0015-08-15 23:43:07,0015-08-16 02:24:05,23,2,2.68,Sat,android,,78908148,730023,878393,0,1,Manufacturing
1282283,20.24,0.0,0015-08-20 12:52:07,0015-08-20 16:22:06,12,16,3.5,Thu,android,,78908148,638536,868085,0,3,R&D
5533488,3.92,0.0,0015-08-21 20:28:07,0015-08-21 22:02:07,20,22,1.57,Fri,android,,78908148,664306,868085,0,3,R&D
2124425,20.37,0.0,0015-08-23 01:48:21,0015-08-23 04:58:06,1,4,3.16,Sun,android,,78908148,730023,878393,0,1,Manufacturing
9130727,17.8,0.0,0015-08-25 12:25:38,0015-08-25 15:39:05,12,15,3.22,Tue,android,,78908148,569886,868085,0,3,R&D
6900922,3.92,0.0,0015-08-28 20:48:27,0015-08-28 21:44:08,20,21,0.93,Fri,android,,78908148,664306,868085,0,3,R&D
8020746,12.91,0.0,0015-08-30 03:44:39,0015-08-30 05:43:07,3,5,1.97,Sun,android,,78908148,730023,878393,0,1,Manufacturing
5240328,4.54,0.0,0015-09-02 00:47:27,0015-09-02 01:30:10,0,1,0.71,Wed,android,,78908148,730023,878393,0,1,Manufacturing
2682332,22.07,0.0,0015-09-02 13:43:27,0015-09-02 17:38:10,13,17,3.91,Wed,android,,78908148,995505,868085,0,3,R&D
9676846,5.26,0.0,0015-09-04 20:45:20,0015-09-04 21:54:06,20,21,1.15,Fri,android,,78908148,569886,868085,0,3,R&D
2473111,21.14,0.5,0015-09-09 13:59:02,0015-09-09 18:28:11,13,18,4.49,Wed,android,,78908148,932939,868085,0,3,R&D
1188651,4.59,0.0,0015-09-11 20:42:07,0015-09-11 21:41:08,20,21,0.98,Fri,android,,78908148,664306,868085,0,3,R&D
7635846,20.37,0.0,0015-09-12 16:41:58,0015-09-12 19:56:08,16,19,3.24,Sat,android,,78908148,730023,878393,0,1,Manufacturing
7088986,18.42,0.0,0015-09-15 13:33:57,0015-09-15 16:58:06,13,16,3.4,Tue,android,,78908148,932939,868085,0,3,R&D
3818216,9.02,0.0,0015-09-18 21:18:29,0015-09-18 22:55:20,21,22,1.61,Fri,android,,78908148,569886,868085,0,3,R&D
7302059,11.93,0.0,0015-09-20 04:24:14,0015-09-20 06:13:08,4,6,1.81,Sun,android,,78908148,730023,878393,0,1,Manufacturing
4502998,20.6,0.0,0015-09-23 16:05:59,0015-09-23 19:43:06,16,19,3.62,Wed,android,,78908148,664306,868085,0,3,R&D
1785859,6.56,0.0,0015-09-25 17:49:14,0015-09-25 19:10:10,17,19,1.35,Fri,android,,78908148,489543,868085,0,3,R&D
4254473,10.63,0.0,0015-09-27 01:27:04,0015-09-27 03:03:06,1,3,1.6,Sun,android,,78908148,730023,878393,0,1,Manufacturing
4473237,21.2,0.0,0015-09-30 16:52:49,0015-09-30 20:42:06,16,20,3.82,Wed,android,,78908148,664306,868085,0,3,R&D
4926737,23.68,0.5,0015-10-03 07:18:43,0015-10-03 11:25:07,7,11,4.11,Sat,android,,78908148,730023,878393,0,1,Manufacturing
5523637,6.77,0.0,0015-01-28 20:05:28,0015-01-28 23:27:05,20,23,3.36,Wed,ios,32.0648614,36768303,355208,976902,1,3,R&D
3652619,1.51,0.0,0015-06-03 22:10:35,0015-06-03 22:40:08,22,22,0.49,Wed,ios,18.651321,72512154,987396,978130,1,2,Office
7558702,6.44,0.0,0015-08-05 16:28:59,0015-08-05 20:24:06,16,20,3.92,Wed,ios,18.651321,72512154,987396,978130,1,2,Office
6757331,1.32,0.0,0015-09-02 17:34:06,0015-09-02 19:12:10,17,19,1.63,Wed,ios,21.1319498,72512154,981639,572514,1,3,R&D
7097415,5.58,0.0,0015-09-10 14:09:19,0015-09-10 16:10:09,14,16,2.01,Thu,ios,18.4630368,72512154,540225,648339,1,2,Office
5652471,3.87,0.0,0015-09-11 18:46:11,0015-09-11 19:59:07,18,19,1.22,Fri,ios,18.4630368,72512154,540225,648339,1,2,Office
8716731,0.19,0.0,0015-09-28 17:28:26,0015-09-28 21:19:06,17,21,3.84,Mon,ios,18.4630368,72512154,587514,648339,1,2,Office
3391396,5.78,0.0,0015-09-29 13:49:40,0015-09-29 17:08:06,13,17,3.31,Tue,ios,18.4630368,72512154,914907,648339,1,2,Office
3679640,0.78,0.5,0015-09-29 17:09:15,0015-09-29 21:18:08,17,21,4.15,Tue,ios,18.4630368,72512154,914907,648339,1,2,Office
4496022,6.19,0.67,0015-09-30 13:26:05,0015-09-30 18:08:08,13,18,4.7,Wed,ios,18.4630368,72512154,884707,648339,1,2,Office
9979636,0.52,0.0,0015-10-01 16:14:27,0015-10-01 16:25:10,16,16,0.18,Thu,ios,18.4630368,72512154,540225,648339,1,2,Office
7654906,6.45,0.0,0015-10-01 16:53:16,0015-10-01 20:34:06,16,20,3.68,Thu,ios,18.4630368,72512154,914907,648339,1,2,Office
4563263,6.49,0.0,0015-01-27 17:06:54,0015-01-27 19:38:04,17,19,2.52,Tue,ios,17.6887724,37392894,237105,948590,0,4,Others
6423366,6.51,0.0,0015-01-29 16:47:11,0015-01-29 18:57:11,16,18,2.17,Thu,ios,17.6887724,37392894,237105,948590,0,4,Others
4309791,8.7,4.25,0015-02-12 12:41:57,0015-02-12 20:58:05,12,20,8.27,Thu,ios,17.6887724,37392894,237105,948590,0,4,Others
2953411,7.8,0.0,0015-02-16 20:52:54,0015-02-16 21:03:05,20,21,0.17,Mon,ios,17.6887724,37392894,237105,948590,0,4,Others
7377023,8.31,0.0,0015-02-17 18:16:28,0015-02-17 21:19:06,18,21,3.04,Tue,ios,17.6887724,37392894,575971,948590,0,4,Others
7575781,6.17,0.0,0015-03-04 19:33:51,0015-03-04 21:32:06,19,21,1.97,Wed,ios,17.6887724,37392894,575971,948590,0,4,Others
5990347,6.56,0.5,0015-03-09 11:48:47,0015-03-09 15:59:05,11,15,4.17,Mon,ios,17.6887724,37392894,237105,948590,0,4,Others
8423405,6.63,0.0,0015-03-10 16:08:36,0015-03-10 18:37:05,16,18,2.47,Tue,ios,17.6887724,37392894,575971,948590,0,4,Others
8629284,7.08,0.0,0015-03-13 17:00:49,0015-03-13 19:37:05,17,19,2.6,Fri,ios,17.6887724,37392894,237105,948590,0,4,Others
5091921,6.53,0.0,0015-04-02 15:48:25,0015-04-02 17:58:05,15,17,2.16,Thu,ios,17.6887724,37392894,575971,948590,0,4,Others
